|       name |               hmsdms |                 ra |                  dec | label |
| T1653-1441 | 16h53m45s -14d41m49s | 253.43749999999994 |  -14.696944444444444 |     t |
| T1705-1441 | 17h05m16s -14d41m49s |  256.3166666666666 |  -14.696944444444444 |     t |
| T1716-1441 | 17h16m47s -14d41m49s |  259.1958333333333 |  -14.696944444444444 |     t |
| T1728-1441 | 17h28m19s -14d41m49s |  262.0791666666666 |  -14.696944444444444 |     t |
| T1739-1441 | 17h39m50s -14d41m49s |  264.9583333333333 |  -14.696944444444444 |     t |
| T1751-1441 | 17h51m21s -14d41m49s |           267.8375 |  -14.696944444444444 |     t |
| G1802-1441 | 18h02m52s -14d41m49s | 270.71666666666664 |  -14.696944444444444 |     g |
| G1814-1441 | 18h14m23s -14d41m49s |  273.5958333333333 |  -14.696944444444444 |     g |
| G1825-1441 | 18h25m55s -14d41m49s |  276.4791666666667 |  -14.696944444444444 |     g |
| G1837-1441 | 18h37m26s -14d41m49s |  279.3583333333333 |  -14.696944444444444 |     g |
| T1848-1441 | 18h48m57s -14d41m49s | 282.23749999999995 |  -14.696944444444444 |     t |
| T1900-1441 | 19h00m28s -14d41m49s |  285.1166666666667 |  -14.696944444444444 |     t |
| T1911-1441 | 19h11m59s -14d41m49s | 287.99583333333334 |  -14.696944444444444 |     t |
| T1923-1441 | 19h23m31s -14d41m49s |  290.8791666666666 |  -14.696944444444444 |     t |
| T1935-1441 | 19h35m02s -14d41m49s | 293.75833333333327 |  -14.696944444444444 |     t |
| T1946-1441 | 19h46m33s -14d41m49s | 296.63749999999993 |  -14.696944444444444 |     t |
| T1958-1441 | 19h58m04s -14d41m49s |  299.5166666666666 |  -14.696944444444444 |     t |
| T2009-1441 | 20h09m35s -14d41m49s | 302.39583333333326 |  -14.696944444444444 |     t |
| T2021-1441 | 20h21m07s -14d41m49s | 305.27916666666664 |  -14.696944444444444 |     t |
| T2032-1441 | 20h32m38s -14d41m49s |  308.1583333333333 |  -14.696944444444444 |     t |
| T2044-1441 | 20h44m09s -14d41m49s |           311.0375 |  -14.696944444444444 |     t |
| T2055-1441 | 20h55m40s -14d41m49s |  313.9166666666667 |  -14.696944444444444 |     t |
| T2107-1441 | 21h07m11s -14d41m49s |  316.7958333333333 |  -14.696944444444444 |     t |
| T2118-1441 | 21h18m43s -14d41m49s |  319.6791666666667 |  -14.696944444444444 |     t |
| T2130-1441 | 21h30m14s -14d41m49s |  322.5583333333333 |  -14.696944444444444 |     t |
| T2141-1441 | 21h41m45s -14d41m49s | 325.43749999999994 |  -14.696944444444444 |     t |
| T2153-1441 | 21h53m16s -14d41m49s |  328.3166666666666 |  -14.696944444444444 |     t |
| T2204-1441 | 22h04m47s -14d41m49s |  331.1958333333333 |  -14.696944444444444 |     t |
| T2216-1441 | 22h16m19s -14d41m49s |  334.0791666666666 |  -14.696944444444444 |     t |
| T2227-1441 | 22h27m50s -14d41m49s |  336.9583333333333 |  -14.696944444444444 |     t |
| T2239-1441 | 22h39m21s -14d41m49s |  339.8374999999999 |  -14.696944444444444 |     t |
| T2250-1441 | 22h50m52s -14d41m49s |  342.7166666666666 |  -14.696944444444444 |     t |
| T2302-1441 | 23h02m23s -14d41m49s |  345.5958333333333 |  -14.696944444444444 |     t |
| T2313-1441 | 23h13m55s -14d41m49s | 348.47916666666663 |  -14.696944444444444 |     t |
| T2325-1441 | 23h25m26s -14d41m49s |  351.3583333333333 |  -14.696944444444444 |     t |
| T2336-1441 | 23h36m57s -14d41m49s | 354.23749999999995 |  -14.696944444444444 |     t |
| T2348-1441 | 23h48m28s -14d41m49s |  357.1166666666667 |  -14.696944444444444 |     t |
| T2359-1441 | 23h59m59s -14d41m49s | 359.99583333333334 |  -14.696944444444444 |     t |
| T0000-1215 | 00h00m00s -12d15m53s |                0.0 |  -12.264722222222222 |     t |
| T0011-1215 | 00h11m25s -12d15m53s |  2.854166666666666 |  -12.264722222222222 |     t |
| T0022-1215 | 00h22m51s -12d15m53s |  5.712499999999999 |  -12.264722222222222 |     t |
| T0034-1215 | 00h34m17s -12d15m53s |  8.570833333333331 |  -12.264722222222222 |     t |
| T0045-1215 | 00h45m42s -12d15m53s | 11.424999999999999 |  -12.264722222222222 |     t |
| T0057-1215 | 00h57m08s -12d15m53s | 14.283333333333331 |  -12.264722222222222 |     t |
| T0108-1215 | 01h08m34s -12d15m53s | 17.141666666666662 |  -12.264722222222222 |     t |
| T0119-1215 | 01h19m59s -12d15m53s |  19.99583333333333 |  -12.264722222222222 |     t |
| T0131-1215 | 01h31m25s -12d15m53s | 22.854166666666664 |  -12.264722222222222 |     t |
| T0142-1215 | 01h42m51s -12d15m53s | 25.712499999999995 |  -12.264722222222222 |     t |
| T0154-1215 | 01h54m17s -12d15m53s |  28.57083333333333 |  -12.264722222222222 |     t |
| T0205-1215 | 02h05m42s -12d15m53s |             31.425 |  -12.264722222222222 |     t |
| T0217-1215 | 02h17m08s -12d15m53s | 34.283333333333324 |  -12.264722222222222 |     t |
| T0228-1215 | 02h28m34s -12d15m53s | 37.141666666666666 |  -12.264722222222222 |     t |
| T0239-1215 | 02h39m59s -12d15m53s |  39.99583333333332 |  -12.264722222222222 |     t |
| T0251-1215 | 02h51m25s -12d15m53s | 42.854166666666664 |  -12.264722222222222 |     t |
| T0302-1215 | 03h02m51s -12d15m53s |  45.71249999999999 |  -12.264722222222222 |     t |
| T0314-1215 | 03h14m17s -12d15m53s | 48.570833333333326 |  -12.264722222222222 |     t |
| T0325-1215 | 03h25m42s -12d15m53s |  51.42499999999999 |  -12.264722222222222 |     t |
| T0337-1215 | 03h37m08s -12d15m53s | 54.283333333333324 |  -12.264722222222222 |     t |
| T0348-1215 | 03h48m34s -12d15m53s |  57.14166666666666 |  -12.264722222222222 |     t |
| T0359-1215 | 03h59m59s -12d15m53s |  59.99583333333332 |  -12.264722222222222 |     t |
| T0411-1215 | 04h11m25s -12d15m53s | 62.854166666666664 |  -12.264722222222222 |     t |
| T0422-1215 | 04h22m51s -12d15m53s |  65.71249999999999 |  -12.264722222222222 |     t |
| T0434-1215 | 04h34m17s -12d15m53s |  68.57083333333333 |  -12.264722222222222 |     t |
| T0445-1215 | 04h45m42s -12d15m53s |             71.425 |  -12.264722222222222 |     t |
| T0457-1215 | 04h57m08s -12d15m53s |  74.28333333333333 |  -12.264722222222222 |     t |
| T0508-1215 | 05h08m34s -12d15m53s |  77.14166666666667 |  -12.264722222222222 |     t |
| T0519-1215 | 05h19m59s -12d15m53s |  79.99583333333332 |  -12.264722222222222 |     t |
| T0531-1215 | 05h31m25s -12d15m53s |  82.85416666666666 |  -12.264722222222222 |     t |
| T0542-1215 | 05h42m51s -12d15m53s |            85.7125 |  -12.264722222222222 |     t |
| T0554-1215 | 05h54m17s -12d15m53s |  88.57083333333333 |  -12.264722222222222 |     t |
| T0605-1215 | 06h05m42s -12d15m53s |  91.42499999999998 |  -12.264722222222222 |     t |
| T0617-1215 | 06h17m08s -12d15m53s |  94.28333333333333 |  -12.264722222222222 |     t |
| T0628-1215 | 06h28m34s -12d15m53s |  97.14166666666665 |  -12.264722222222222 |     t |
| T0640-1215 | 06h40m00s -12d15m53s |  99.99999999999999 |  -12.264722222222222 |     t |
| T0651-1215 | 06h51m25s -12d15m53s | 102.85416666666666 |  -12.264722222222222 |     t |
| G0702-1215 | 07h02m51s -12d15m53s | 105.71249999999999 |  -12.264722222222222 |     g |
| G0714-1215 | 07h14m17s -12d15m53s | 108.57083333333333 |  -12.264722222222222 |     g |
| G0725-1215 | 07h25m42s -12d15m53s |            111.425 |  -12.264722222222222 |     g |
| G0737-1215 | 07h37m08s -12d15m53s | 114.28333333333333 |  -12.264722222222222 |     g |
| T0748-1215 | 07h48m34s -12d15m53s | 117.14166666666665 |  -12.264722222222222 |     t |
| T0800-1215 | 08h00m00s -12d15m53s | 119.99999999999999 |  -12.264722222222222 |     t |
| T0811-1215 | 08h11m25s -12d15m53s | 122.85416666666666 |  -12.264722222222222 |     t |
| T0822-1215 | 08h22m51s -12d15m53s | 125.71249999999999 |  -12.264722222222222 |     t |
| T0834-1215 | 08h34m17s -12d15m53s | 128.57083333333333 |  -12.264722222222222 |     t |
| T0845-1215 | 08h45m42s -12d15m53s | 131.42499999999998 |  -12.264722222222222 |     t |
| T0857-1215 | 08h57m08s -12d15m53s |  134.2833333333333 |  -12.264722222222222 |     t |
| T0908-1215 | 09h08m34s -12d15m53s | 137.14166666666665 |  -12.264722222222222 |     t |
| T0920-1215 | 09h20m00s -12d15m53s |              140.0 |  -12.264722222222222 |     t |
| T0931-1215 | 09h31m25s -12d15m53s | 142.85416666666666 |  -12.264722222222222 |     t |
| T0942-1215 | 09h42m51s -12d15m53s | 145.71249999999998 |  -12.264722222222222 |     t |
| T0954-1215 | 09h54m17s -12d15m53s | 148.57083333333333 |  -12.264722222222222 |     t |
| T1005-1215 | 10h05m42s -12d15m53s | 151.42499999999998 |  -12.264722222222222 |     t |
| T1017-1215 | 10h17m08s -12d15m53s | 154.28333333333333 |  -12.264722222222222 |     t |
| T1028-1215 | 10h28m34s -12d15m53s | 157.14166666666665 |  -12.264722222222222 |     t |
| T1040-1215 | 10h40m00s -12d15m53s | 159.99999999999997 |  -12.264722222222222 |     t |
| T1051-1215 | 10h51m25s -12d15m53s | 162.85416666666666 |  -12.264722222222222 |     t |
| T1102-1215 | 11h02m51s -12d15m53s | 165.71249999999998 |  -12.264722222222222 |     t |
| T1114-1215 | 11h14m17s -12d15m53s |  168.5708333333333 |  -12.264722222222222 |     t |
| T1125-1215 | 11h25m42s -12d15m53s | 171.42499999999998 |  -12.264722222222222 |     t |
| T1137-1215 | 11h37m08s -12d15m53s | 174.28333333333333 |  -12.264722222222222 |     t |
| T1148-1215 | 11h48m34s -12d15m53s | 177.14166666666665 |  -12.264722222222222 |     t |
| T1200-1215 | 12h00m00s -12d15m53s | 179.99999999999997 |  -12.264722222222222 |     t |
| T1211-1215 | 12h11m25s -12d15m53s | 182.85416666666666 |  -12.264722222222222 |     t |
| T1222-1215 | 12h22m51s -12d15m53s | 185.71249999999998 |  -12.264722222222222 |     t |
| T1234-1215 | 12h34m17s -12d15m53s |  188.5708333333333 |  -12.264722222222222 |     t |
| T1245-1215 | 12h45m42s -12d15m53s | 191.42499999999998 |  -12.264722222222222 |     t |
| T1257-1215 | 12h57m08s -12d15m53s |  194.2833333333333 |  -12.264722222222222 |     t |
| T1308-1215 | 13h08m34s -12d15m53s | 197.14166666666662 |  -12.264722222222222 |     t |
| T1320-1215 | 13h20m00s -12d15m53s | 199.99999999999997 |  -12.264722222222222 |     t |
| T1331-1215 | 13h31m25s -12d15m53s | 202.85416666666666 |  -12.264722222222222 |     t |
| T1342-1215 | 13h42m51s -12d15m53s | 205.71249999999995 |  -12.264722222222222 |     t |
| T1354-1215 | 13h54m17s -12d15m53s | 208.57083333333333 |  -12.264722222222222 |     t |
| T1405-1215 | 14h05m42s -12d15m53s | 211.42499999999998 |  -12.264722222222222 |     t |
| T1417-1215 | 14h17m08s -12d15m53s |  214.2833333333333 |  -12.264722222222222 |     t |
| T1428-1215 | 14h28m34s -12d15m53s | 217.14166666666665 |  -12.264722222222222 |     t |
| T1440-1215 | 14h40m00s -12d15m53s | 219.99999999999997 |  -12.264722222222222 |     t |
| T1451-1215 | 14h51m25s -12d15m53s | 222.85416666666663 |  -12.264722222222222 |     t |
| T1502-1215 | 15h02m51s -12d15m53s | 225.71249999999998 |  -12.264722222222222 |     t |
| T1514-1215 | 15h14m17s -12d15m53s |  228.5708333333333 |  -12.264722222222222 |     t |
| T1525-1215 | 15h25m42s -12d15m53s | 231.42499999999995 |  -12.264722222222222 |     t |
| T1537-1215 | 15h37m08s -12d15m53s | 234.28333333333333 |  -12.264722222222222 |     t |
| T1548-1215 | 15h48m34s -12d15m53s | 237.14166666666665 |  -12.264722222222222 |     t |
| T1600-1215 | 16h00m00s -12d15m53s | 239.99999999999997 |  -12.264722222222222 |     t |
| T1611-1215 | 16h11m25s -12d15m53s | 242.85416666666663 |  -12.264722222222222 |     t |
| T1622-1215 | 16h22m51s -12d15m53s |           245.7125 |  -12.264722222222222 |     t |
| T1634-1215 | 16h34m17s -12d15m53s | 248.57083333333333 |  -12.264722222222222 |     t |
| T1645-1215 | 16h45m42s -12d15m53s | 251.42499999999998 |  -12.264722222222222 |     t |
| T1657-1215 | 16h57m08s -12d15m53s |  254.2833333333333 |  -12.264722222222222 |     t |
| T1708-1215 | 17h08m34s -12d15m53s | 257.14166666666665 |  -12.264722222222222 |     t |
| T1720-1215 | 17h20m00s -12d15m53s | 259.99999999999994 |  -12.264722222222222 |     t |
| T1731-1215 | 17h31m25s -12d15m53s |  262.8541666666666 |  -12.264722222222222 |     t |
| T1742-1215 | 17h42m51s -12d15m53s |           265.7125 |  -12.264722222222222 |     t |
| T1754-1215 | 17h54m17s -12d15m53s |  268.5708333333333 |  -12.264722222222222 |     t |
| G1805-1215 | 18h05m42s -12d15m53s | 271.42499999999995 |  -12.264722222222222 |     g |
| G1817-1215 | 18h17m08s -12d15m53s |  274.2833333333333 |  -12.264722222222222 |     g |
| G1828-1215 | 18h28m34s -12d15m53s |  277.1416666666666 |  -12.264722222222222 |     g |
| G1840-1215 | 18h40m00s -12d15m53s |              280.0 |  -12.264722222222222 |     g |
| T1851-1215 | 18h51m25s -12d15m53s | 282.85416666666663 |  -12.264722222222222 |     t |
| T1902-1215 | 19h02m51s -12d15m53s | 285.71250000000003 |  -12.264722222222222 |     t |
| T1914-1215 | 19h14m17s -12d15m53s |  288.5708333333333 |  -12.264722222222222 |     t |
| T1925-1215 | 19h25m42s -12d15m53s |            291.425 |  -12.264722222222222 |     t |
| T1937-1215 | 19h37m08s -12d15m53s |  294.2833333333333 |  -12.264722222222222 |     t |
| T1948-1215 | 19h48m34s -12d15m53s | 297.14166666666665 |  -12.264722222222222 |     t |
| T1959-1215 | 19h59m59s -12d15m53s | 299.99583333333334 |  -12.264722222222222 |     t |
| T2011-1215 | 20h11m25s -12d15m53s | 302.85416666666663 |  -12.264722222222222 |     t |
| T2022-1215 | 20h22m51s -12d15m53s |           305.7125 |  -12.264722222222222 |     t |
| T2034-1215 | 20h34m17s -12d15m53s |  308.5708333333333 |  -12.264722222222222 |     t |
| T2045-1215 | 20h45m42s -12d15m53s | 311.42499999999995 |  -12.264722222222222 |     t |
| T2057-1215 | 20h57m08s -12d15m53s |  314.2833333333333 |  -12.264722222222222 |     t |
| T2108-1215 | 21h08m34s -12d15m53s |  317.1416666666666 |  -12.264722222222222 |     t |
| T2119-1215 | 21h19m59s -12d15m53s | 319.99583333333334 |  -12.264722222222222 |     t |
| T2131-1215 | 21h31m25s -12d15m53s |  322.8541666666666 |  -12.264722222222222 |     t |
| T2142-1215 | 21h42m51s -12d15m53s |           325.7125 |  -12.264722222222222 |     t |
| T2154-1215 | 21h54m17s -12d15m53s |  328.5708333333333 |  -12.264722222222222 |     t |
| T2205-1215 | 22h05m42s -12d15m53s | 331.42499999999995 |  -12.264722222222222 |     t |
| T2217-1215 | 22h17m08s -12d15m53s |  334.2833333333333 |  -12.264722222222222 |     t |
| T2228-1215 | 22h28m34s -12d15m53s |  337.1416666666666 |  -12.264722222222222 |     t |
| T2239-1215 | 22h39m59s -12d15m53s |  339.9958333333333 |  -12.264722222222222 |     t |
| T2251-1215 | 22h51m25s -12d15m53s | 342.85416666666663 |  -12.264722222222222 |     t |
| T2302-1215 | 23h02m51s -12d15m53s |           345.7125 |  -12.264722222222222 |     t |
| T2314-1215 | 23h14m17s -12d15m53s |  348.5708333333333 |  -12.264722222222222 |     t |
| T2325-1215 | 23h25m42s -12d15m53s | 351.42499999999995 |  -12.264722222222222 |     t |
| T2337-1215 | 23h37m08s -12d15m53s |  354.2833333333333 |  -12.264722222222222 |     t |
| T2348-1215 | 23h48m34s -12d15m53s | 357.14166666666665 |  -12.264722222222222 |     t |
| T2359-1215 | 23h59m59s -12d15m53s | 359.99583333333334 |  -12.264722222222222 |     t |
| T0000-0949 | 00h00m00s -09d49m58s |                0.0 |   -9.832777777777778 |     t |
| T0011-0949 | 00h11m20s -09d49m58s |  2.833333333333333 |   -9.832777777777778 |     t |
| T0022-0949 | 00h22m40s -09d49m58s |  5.666666666666666 |   -9.832777777777778 |     t |
| T0034-0949 | 00h34m00s -09d49m58s |  8.499999999999998 |   -9.832777777777778 |     t |
| T0045-0949 | 00h45m21s -09d49m58s | 11.337499999999999 |   -9.832777777777778 |     t |
| T0056-0949 | 00h56m41s -09d49m58s | 14.170833333333333 |   -9.832777777777778 |     t |
| T0108-0949 | 01h08m01s -09d49m58s | 17.004166666666666 |   -9.832777777777778 |     t |
| T0119-0949 | 01h19m22s -09d49m58s | 19.841666666666665 |   -9.832777777777778 |     t |
| T0130-0949 | 01h30m42s -09d49m58s | 22.674999999999997 |   -9.832777777777778 |     t |
| T0142-0949 | 01h42m02s -09d49m58s |  25.50833333333333 |   -9.832777777777778 |     t |
| T0153-0949 | 01h53m23s -09d49m58s |  28.34583333333333 |   -9.832777777777778 |     t |
| T0204-0949 | 02h04m43s -09d49m58s | 31.179166666666667 |   -9.832777777777778 |     t |
| T0216-0949 | 02h16m03s -09d49m58s | 34.012499999999996 |   -9.832777777777778 |     t |
| T0227-0949 | 02h27m24s -09d49m58s |              36.85 |   -9.832777777777778 |     t |
| T0238-0949 | 02h38m44s -09d49m58s |  39.68333333333333 |   -9.832777777777778 |     t |
| T0250-0949 | 02h50m04s -09d49m58s | 42.516666666666666 |   -9.832777777777778 |     t |
| T0301-0949 | 03h01m25s -09d49m58s | 45.354166666666664 |   -9.832777777777778 |     t |
| T0312-0949 | 03h12m45s -09d49m58s |            48.1875 |   -9.832777777777778 |     t |
| T0324-0949 | 03h24m05s -09d49m58s |  51.02083333333333 |   -9.832777777777778 |     t |
| T0335-0949 | 03h35m25s -09d49m58s | 53.854166666666664 |   -9.832777777777778 |     t |
| T0346-0949 | 03h46m46s -09d49m58s |  56.69166666666666 |   -9.832777777777778 |     t |
| T0358-0949 | 03h58m06s -09d49m58s |  59.52499999999999 |   -9.832777777777778 |     t |
| T0409-0949 | 04h09m26s -09d49m58s | 62.358333333333334 |   -9.832777777777778 |     t |
| T0420-0949 | 04h20m47s -09d49m58s |  65.19583333333333 |   -9.832777777777778 |     t |
| T0432-0949 | 04h32m07s -09d49m58s |  68.02916666666665 |   -9.832777777777778 |     t |
| T0443-0949 | 04h43m27s -09d49m58s |            70.8625 |   -9.832777777777778 |     t |
| T0454-0949 | 04h54m48s -09d49m58s |               73.7 |   -9.832777777777778 |     t |
| T0506-0949 | 05h06m08s -09d49m58s |  76.53333333333332 |   -9.832777777777778 |     t |
| T0517-0949 | 05h17m28s -09d49m58s |  79.36666666666666 |   -9.832777777777778 |     t |
| T0528-0949 | 05h28m49s -09d49m58s |  82.20416666666667 |   -9.832777777777778 |     t |
| T0540-0949 | 05h40m09s -09d49m58s |            85.0375 |   -9.832777777777778 |     t |
| T0551-0949 | 05h51m29s -09d49m58s |  87.87083333333332 |   -9.832777777777778 |     t |
| T0602-0949 | 06h02m50s -09d49m58s |  90.70833333333333 |   -9.832777777777778 |     t |
| T0614-0949 | 06h14m10s -09d49m58s |  93.54166666666666 |   -9.832777777777778 |     t |
| T0625-0949 | 06h25m30s -09d49m58s |             96.375 |   -9.832777777777778 |     t |
| T0636-0949 | 06h36m51s -09d49m58s |  99.21249999999999 |   -9.832777777777778 |     t |
| T0648-0949 | 06h48m11s -09d49m58s |  102.0458333333333 |   -9.832777777777778 |     t |
| G0659-0949 | 06h59m31s -09d49m58s | 104.87916666666665 |   -9.832777777777778 |     g |
| G0710-0949 | 07h10m51s -09d49m58s | 107.71249999999999 |   -9.832777777777778 |     g |
| G0722-0949 | 07h22m12s -09d49m58s | 110.54999999999997 |   -9.832777777777778 |     g |
| G0733-0949 | 07h33m32s -09d49m58s | 113.38333333333331 |   -9.832777777777778 |     g |
| T0744-0949 | 07h44m52s -09d49m58s | 116.21666666666665 |   -9.832777777777778 |     t |
| T0756-0949 | 07h56m13s -09d49m58s | 119.05416666666665 |   -9.832777777777778 |     t |
| T0807-0949 | 08h07m33s -09d49m58s |           121.8875 |   -9.832777777777778 |     t |
| T0818-0949 | 08h18m53s -09d49m58s | 124.72083333333332 |   -9.832777777777778 |     t |
| T0830-0949 | 08h30m14s -09d49m58s | 127.55833333333332 |   -9.832777777777778 |     t |
| T0841-0949 | 08h41m34s -09d49m58s | 130.39166666666665 |   -9.832777777777778 |     t |
| T0852-0949 | 08h52m54s -09d49m58s |            133.225 |   -9.832777777777778 |     t |
| T0904-0949 | 09h04m15s -09d49m58s | 136.06249999999997 |   -9.832777777777778 |     t |
| T0915-0949 | 09h15m35s -09d49m58s | 138.89583333333331 |   -9.832777777777778 |     t |
| T0926-0949 | 09h26m55s -09d49m58s | 141.72916666666666 |   -9.832777777777778 |     t |
| T0938-0949 | 09h38m16s -09d49m58s | 144.56666666666666 |   -9.832777777777778 |     t |
| T0949-0949 | 09h49m36s -09d49m58s | 147.39999999999998 |   -9.832777777777778 |     t |
| T1000-0949 | 10h00m56s -09d49m58s | 150.23333333333332 |   -9.832777777777778 |     t |
| T1012-0949 | 10h12m17s -09d49m58s |  153.0708333333333 |   -9.832777777777778 |     t |
| T1023-0949 | 10h23m37s -09d49m58s | 155.90416666666664 |   -9.832777777777778 |     t |
| T1034-0949 | 10h34m57s -09d49m58s | 158.73749999999998 |   -9.832777777777778 |     t |
| T1046-0949 | 10h46m17s -09d49m58s | 161.57083333333333 |   -9.832777777777778 |     t |
| T1057-0949 | 10h57m38s -09d49m58s |  164.4083333333333 |   -9.832777777777778 |     t |
| T1108-0949 | 11h08m58s -09d49m58s | 167.24166666666665 |   -9.832777777777778 |     t |
| T1120-0949 | 11h20m18s -09d49m58s |            170.075 |   -9.832777777777778 |     t |
| T1131-0949 | 11h31m39s -09d49m58s |           172.9125 |   -9.832777777777778 |     t |
| T1142-0949 | 11h42m59s -09d49m58s |  175.7458333333333 |   -9.832777777777778 |     t |
| T1154-0949 | 11h54m19s -09d49m58s | 178.57916666666665 |   -9.832777777777778 |     t |
| T1205-0949 | 12h05m40s -09d49m58s | 181.41666666666666 |   -9.832777777777778 |     t |
| T1217-0949 | 12h17m00s -09d49m58s | 184.24999999999997 |   -9.832777777777778 |     t |
| T1228-0949 | 12h28m20s -09d49m58s | 187.08333333333331 |   -9.832777777777778 |     t |
| T1239-0949 | 12h39m41s -09d49m58s |  189.9208333333333 |   -9.832777777777778 |     t |
| T1251-0949 | 12h51m01s -09d49m58s | 192.75416666666663 |   -9.832777777777778 |     t |
| T1302-0949 | 13h02m21s -09d49m58s | 195.58749999999998 |   -9.832777777777778 |     t |
| T1313-0949 | 13h13m42s -09d49m58s | 198.42499999999998 |   -9.832777777777778 |     t |
| T1325-0949 | 13h25m02s -09d49m58s |  201.2583333333333 |   -9.832777777777778 |     t |
| T1336-0949 | 13h36m22s -09d49m58s |  204.0916666666666 |   -9.832777777777778 |     t |
| T1347-0949 | 13h47m42s -09d49m58s | 206.92499999999998 |   -9.832777777777778 |     t |
| T1359-0949 | 13h59m03s -09d49m58s | 209.76249999999996 |   -9.832777777777778 |     t |
| T1410-0949 | 14h10m23s -09d49m58s |  212.5958333333333 |   -9.832777777777778 |     t |
| T1421-0949 | 14h21m43s -09d49m58s | 215.42916666666662 |   -9.832777777777778 |     t |
| T1433-0949 | 14h33m04s -09d49m58s | 218.26666666666665 |   -9.832777777777778 |     t |
| T1444-0949 | 14h44m24s -09d49m58s | 221.09999999999994 |   -9.832777777777778 |     t |
| T1455-0949 | 14h55m44s -09d49m58s |  223.9333333333333 |   -9.832777777777778 |     t |
| T1507-0949 | 15h07m05s -09d49m58s | 226.77083333333331 |   -9.832777777777778 |     t |
| T1518-0949 | 15h18m25s -09d49m58s | 229.60416666666666 |   -9.832777777777778 |     t |
| T1529-0949 | 15h29m45s -09d49m58s | 232.43749999999994 |   -9.832777777777778 |     t |
| T1541-0949 | 15h41m06s -09d49m58s | 235.27499999999998 |   -9.832777777777778 |     t |
| T1552-0949 | 15h52m26s -09d49m58s |  238.1083333333333 |   -9.832777777777778 |     t |
| T1603-0949 | 16h03m46s -09d49m58s | 240.94166666666666 |   -9.832777777777778 |     t |
| T1615-0949 | 16h15m07s -09d49m58s | 243.77916666666664 |   -9.832777777777778 |     t |
| T1626-0949 | 16h26m27s -09d49m58s | 246.61249999999998 |   -9.832777777777778 |     t |
| T1637-0949 | 16h37m47s -09d49m58s | 249.44583333333333 |   -9.832777777777778 |     t |
| T1649-0949 | 16h49m08s -09d49m58s |  252.2833333333333 |   -9.832777777777778 |     t |
| T1700-0949 | 17h00m28s -09d49m58s | 255.11666666666665 |   -9.832777777777778 |     t |
| T1711-0949 | 17h11m48s -09d49m58s | 257.94999999999993 |   -9.832777777777778 |     t |
| T1723-0949 | 17h23m08s -09d49m58s |  260.7833333333333 |   -9.832777777777778 |     t |
| T1734-0949 | 17h34m29s -09d49m58s |  263.6208333333333 |   -9.832777777777778 |     t |
| T1745-0949 | 17h45m49s -09d49m58s | 266.45416666666665 |   -9.832777777777778 |     t |
| T1757-0949 | 17h57m09s -09d49m58s | 269.28749999999997 |   -9.832777777777778 |     t |
| G1808-0949 | 18h08m30s -09d49m58s | 272.12499999999994 |   -9.832777777777778 |     g |
| G1819-0949 | 18h19m50s -09d49m58s |  274.9583333333333 |   -9.832777777777778 |     g |
| G1831-0949 | 18h31m10s -09d49m58s |  277.7916666666666 |   -9.832777777777778 |     g |
| G1842-0949 | 18h42m31s -09d49m58s |  280.6291666666666 |   -9.832777777777778 |     g |
| G1853-0949 | 18h53m51s -09d49m58s |           283.4625 |   -9.832777777777778 |     g |
| T1905-0949 | 19h05m11s -09d49m58s |  286.2958333333333 |   -9.832777777777778 |     t |
| T1916-0949 | 19h16m32s -09d49m58s |  289.1333333333333 |   -9.832777777777778 |     t |
| T1927-0949 | 19h27m52s -09d49m58s |  291.9666666666666 |   -9.832777777777778 |     t |
| T1939-0949 | 19h39m12s -09d49m58s | 294.79999999999995 |   -9.832777777777778 |     t |
| T1950-0949 | 19h50m33s -09d49m58s | 297.63749999999993 |   -9.832777777777778 |     t |
| T2001-0949 | 20h01m53s -09d49m58s |  300.4708333333333 |   -9.832777777777778 |     t |
| T2013-0949 | 20h13m13s -09d49m58s |  303.3041666666666 |   -9.832777777777778 |     t |
| T2024-0949 | 20h24m34s -09d49m58s |  306.1416666666666 |   -9.832777777777778 |     t |
| T2035-0949 | 20h35m54s -09d49m58s | 308.97499999999997 |   -9.832777777777778 |     t |
| T2047-0949 | 20h47m14s -09d49m58s |  311.8083333333333 |   -9.832777777777778 |     t |
| T2058-0949 | 20h58m34s -09d49m58s |  314.6416666666666 |   -9.832777777777778 |     t |
| T2109-0949 | 21h09m55s -09d49m58s | 317.47916666666663 |   -9.832777777777778 |     t |
| T2121-0949 | 21h21m15s -09d49m58s |           320.3125 |   -9.832777777777778 |     t |
| T2132-0949 | 21h32m35s -09d49m58s |  323.1458333333333 |   -9.832777777777778 |     t |
| T2143-0949 | 21h43m56s -09d49m58s | 325.98333333333323 |   -9.832777777777778 |     t |
| T2155-0949 | 21h55m16s -09d49m58s | 328.81666666666666 |   -9.832777777777778 |     t |
| T2206-0949 | 22h06m36s -09d49m58s |             331.65 |   -9.832777777777778 |     t |
| T2217-0949 | 22h17m57s -09d49m58s | 334.48749999999995 |   -9.832777777777778 |     t |
| T2229-0949 | 22h29m17s -09d49m58s |  337.3208333333333 |   -9.832777777777778 |     t |
| T2240-0949 | 22h40m37s -09d49m58s | 340.15416666666664 |   -9.832777777777778 |     t |
| T2251-0949 | 22h51m58s -09d49m58s |  342.9916666666667 |   -9.832777777777778 |     t |
